chr	start	end	gene_name	gene_type	gene_len	gene_len_500	RS_value	RS_500_value	phast_value	phast_500_value	phylo_value	phylo_500_value	iHS_GBR_max_500	expected_iHS	iHS_snps_per_gene	pval_iHS_max	pval_iHS_max_fdr	DRC150	SDS	DRC150_signif_snp_count	oe_lof_upper	pLI	mis_z	GO_BP_Count	GO_MF_Count	interactors_bg	n_interactions	ENSG_from_GTEx	median_expr_all_tissues	max_expr_all_tissues	num_tissues_at_least_5_TPM
chr19	19431489	19469563	MAU2	protein_coding	38074	39074	-0.3705735851237065	-0.3791676833700159	0.050762593896097	0.050871935302247	0.120295923727478	0.1161994932691815	5.778	2.704083133911255	292.0	1.103669004298702e-06	0.0003171668664432		1.535957	0	0.119	1.0	4.0347	4.0	3.0	{'WDR77', 'FASN', 'RPLP0', 'C21orf59', 'HNRNPA2B1', 'PRR12', 'NFIA', 'MDN1', 'FAXC', 'RIF1', 'DDX58', 'MATR3', 'THRAP3', 'HSPA8', 'RANBP2', 'MED13L', 'TOP2B', 'CKAP5', 'BRCA1', 'FUBP3', 'PRKDC', 'HNRNPU', 'RPN1', 'BCHE', 'GPSM3', 'CBX1', 'PRMT5', 'TGM3', 'MAU2', 'AKAP2', 'POLR1C', 'SF3B3', 'RPSA', 'NCL', 'ARFGAP1', 'TONSL', 'RUVBL1', 'SERPINB4', 'PTBP1', 'NONO', 'POF1B', 'RUVBL2', 'SART1', 'SRCAP', 'CBX5', 'KPNA1', 'MED12', 'NFATC1', 'NUP107', 'WDR5', 'HSP90AB1', 'SMC1A', 'ANXA2', 'PRPF19', 'RBM14-RBM4', 'SF1', 'HNRNPH1', 'PKP3', 'TET2', 'ADAR', 'HIST1H4A', 'WAPAL', 'ACTL6A', 'INTS2', 'DDX17', 'MGA', 'SNW1', 'SF3B1', 'C16orf72', 'FLNA', 'NFIB', 'EEF1A1', 'CEP70', 'NMB', 'SETX', 'DNAJC7', 'GAPDH', 'CLTC', 'SERPINB3', 'MKI67', 'APEX1', 'MOB3C', 'PARK2', 'UBC', 'HNRNPM', 'NFIC', 'HNRNPC', 'PRPF40A', 'RPL11', 'MLLT1', 'SNRNP200', 'HNRNPF', 'CDK19', 'SLAIN2', 'LMNA', 'SMARCD1', 'PCBP1', 'FABP5', 'DDX5', 'TUBA1B', 'ZDBF2', 'STAG2', 'KDM6B', 'PALLD', 'KHSRP', 'ANAPC1', 'STK38', 'JUND', 'HNRNPH2', 'TOP1', 'NOTCH1', 'RBM10', 'DCAF7', 'HNRNPA3', 'SSRP1', 'NFIX', 'ATXN7L1', 'CAMSAP3', 'HIST2H2BE', 'NIPBL', 'BRD4', 'POLDIP3', 'SNX9', 'EGFR', 'SUPT6H', 'CIT', 'GLTSCR1', 'HNRNPK', 'TUBB3', 'MED13', 'SFPQ', 'TP53BP1', 'PRPF31', 'GNAI2', 'AKAP8', 'ZNF608', 'CBX3', 'PDCD11', 'HDAC2', 'RFC2'}	162.0	ENSG00000129933.20	32.549800000000005	75.6993	56.0
chr19	39926795	39967310	SUPT5H	protein_coding	40515	41515	-0.186239129310132	-0.1886457307479224	0.0676017277551524	0.0683463808262073	0.3502042700234481	0.3535512706250753	5.315	2.762807289474152	349.0	1.861153085591649e-05	0.0025977246491393	0.00209492	2.155446093	0	0.074	1.0	4.561	8.0	6.0	{'TENC1', 'MED17', 'PHF3', 'PAK4', 'ARID1B', 'SETD5', 'CEP290', 'CPNE2', 'GTF2F2', 'SHMT2', 'ATP1B3', 'PIN1', 'AICDA', 'SUB1', 'NSMF', 'HSPA1A', 'SMEK1', 'CMTR1', 'SPEN', 'SNX4', 'CUL3', 'RNF20', 'IFI16', 'RBM33', 'ZNF106', 'EP300', 'CHD3', 'RPS24', 'CAP2', 'MRTO4', 'DOK4', 'RPL9', 'MRPL42', 'CIC', 'GART', 'POLR2J', 'CPNE7', 'BCLAF1', 'ASUN', 'PIGF', 'MAD1L1', 'PAPOLA', 'HIST1H3H', 'TERF2IP', 'BIRC3', 'MED14', 'DDX26B', 'MSH2', 'PPP2CB', 'CHD7', 'EFTUD2', 'CCDC71', 'MCM10', 'PPP2CA', 'EEF1D', 'JADE1', 'TEX11', 'U2SURP', 'DDX23', 'APEX1', 'CSNK2B', 'POLR2G', 'HSPB1', 'HNRNPF', 'SPDYE4', 'POLR2E', 'LMNA', 'C9orf78', 'ZFYVE9', 'DDX5', 'INTS1', 'CSNK2A2', 'YBX2', 'TOP1', 'LMAN2', 'SSRP1', 'TCEB3', 'ZBTB3', 'SLU7', 'NIPBL', 'MSH6', 'GLTSCR1', 'BLM', 'ELOF1', 'PAICS', 'SMC3', 'EMC2', 'ARID1A', 'FUS', 'ZEB2', 'DDX28', 'INTS7', 'EYA4', 'NOP56', 'NUPR1', 'TAF15', 'SUMO2', 'POLR2H', 'WAC', 'CT45A5', 'KDM2B', 'SLX4', 'TRIM25', 'NFRKB', 'EDEM1', 'LENG8', 'POLR2L', 'WDR33', 'PPP4C', 'CARM1', 'PLEKHA4', 'STRIP2', 'RAVER1', 'NXF1', 'RPA4', 'PDE5A', 'KIF14', 'DHX40', 'CPSF6', 'MOV10', 'GOLGA2', 'DDX39B', 'WDR82', 'NCOR1', 'PRPF8', 'NABP2', 'CTR9', 'WDR76', 'ZRANB1', 'DDA1', 'EZH2', 'SNRNP48', 'ILF2', 'IWS1', 'CPSF2', 'INTS9', 'DOT1L', 'DHX38', 'DDX17', 'RPRD2', 'RPL31', 'INTS10', 'SIK1', 'SLC35G1', 'FAM21A', 'SETX', 'MAML3', 'NELFE', 'PLOD2', 'RPA1', 'INTS8', 'NCOR2', 'FAM208A', 'NENF', 'CCNT1', 'HNRNPC', 'SNRNP200', 'SYT6', 'NCOA5', 'CDKN1B', 'NELFB', 'NCBP1', 'WBP11', 'HBP1', 'PNN', 'SSBP3', 'FTSJ3', 'NEK7', 'TP53', 'SNRNP40', 'WDR70', 'PLEKHO1', 'MIOS', 'ATP2A1', 'SMEK2', 'PPP1R10', 'EXOSC7', 'UBR5', 'FHL3', 'ZNF330', 'CDC73', 'BRD4', 'CEP170P1', 'HNRNPK', 'MMGT1', 'RECQL4', 'SAMHD1', 'NFATC2', 'EP400', 'TOX4', 'CRNKL1', 'CSDE1', 'CBX3', 'ERGIC2', 'PPP2R1B', 'ACIN1', 'TERF2', 'MECP2', 'AES', 'SNRPA', 'SUPT16H', 'ERH', 'PRMT1', 'DSCAM', 'POLR2A', 'ZC3H18', 'THRAP3', 'RANBP3', 'LEO1', 'ATP6V1B2', 'SET', 'ZNF655', 'BCL11A', 'INTS4', 'AQR', 'PAK7', 'ATL2', 'NCL', 'KMT2A', 'RECQL5', 'POLR2F', 'SART1', 'ANLN', 'MNAT1', 'IKBKG', 'EIF5B', 'RNF2', 'NPAT', 'KMT2D', 'INTS12', 'TRIM67', 'C7orf26', 'CDK7', 'GPS2', 'SAFB2', 'RCOR3', 'PPP2R1A', 'SNRPB', 'CDK9', 'HIST1H4A', 'INTS2', 'LMNB1', 'FN1', 'BARD1', 'PPP4R2', 'SIRT6', 'RANGAP1', 'CHD4', 'NOLC1', 'POLR2D', 'SCAF11', 'HDAC3', 'C7orf76', 'UBR4', 'RAMP1', 'MYC', 'PCBD1', 'POLR2B', 'NTRK1', 'ZC3H4', 'MYCBP', 'TNIP2', 'INTS3', 'CCNF', 'NFIC', 'RNPS1', 'CCNH', 'RNF214', 'PSMA5', 'POC1A', 'CUL7', 'BAZ1B', 'EIF3F', 'CWF19L2', 'H2AFX', 'NDN', 'CCNT2', 'SIRT7', 'MCRS1', 'ZNF512B', 'PDCD4', 'HMGA1', 'SEC24C', 'PCF11', 'NUP50', 'C17orf85', 'PHF2', 'POLR2K', 'CIT', 'RPRD1B', 'SOX2', 'H2AFZ', 'ICE1', 'PCM1', 'KHDRBS2', 'CDKL1', 'ATRX', 'SNRPC', 'WDR77', 'SNRPF', 'FARSB', 'OCIAD2', 'SEC61B', 'SUPT4H1', 'LTK', 'CDH2', 'HTATSF1', 'UBE2H', 'CDC5L', 'NELFA', 'NELFCD', 'CPNE4', 'SWAP70', 'BRCA1', 'USP1', 'WWP2', 'XRCC6', 'CPSF7', 'PRMT5', 'WIPF1', 'PLEKHJ1', 'PGK1', 'TERF1', 'SCAF1', 'HSPA5', 'TAF6', 'ENO1', 'PPT2', 'HIVEP1', 'RPA2', 'RBM8A', 'PHF8', 'ZNF496', 'HIST1H2AB', 'EMC1', 'FGF12', 'POLR2I', 'POLR2C', 'PARP1', 'MAP2K3', 'SYNE2', 'SF1', 'CEBPB', 'SNRPD1', 'CLP1', 'AIPL1', 'RNF40', 'WIF1', 'TCF20', 'VWA9', 'HIST1H2BG', 'CD3EAP', 'OBSL1', 'GANAB', 'OFD1', 'RTF1', 'CSNK2A1', 'MOB3C', 'PARK2', 'NCBP2', 'VPS26B', 'RPA3', 'RNGTT', 'PYHIN1', 'FAN1', 'LCA5', 'INIP', 'COIL', 'SCAF4', 'HSP90AA1', 'ZMYM4', 'RNF34', 'TUBA1B', 'EIF4A3', 'MAGOHB', 'RIOK1', 'CEP55', 'HIST2H2BE', 'CPSF3L', 'JMJD1C', 'GSE1', 'PAF1', 'EGFR', 'SUPT6H', 'THOC1', 'STK11', 'UBN2', 'WDR61', 'FGFR1OP', 'INTS6'}	541.0	ENSG00000196235.13	74.94355	222.457	56.0
chr19	50094899	50129696	PRR12	protein_coding	34797	35797	-0.0881189852860878	-0.0765892089001871	0.1139196195074288	0.1148862474509037	0.295666350547461	0.3081318825599911	5.102	2.680421939647524	272.0	4.5706213470886325e-05	0.0051147144852257	0.00139985	1.950225146	0	0.051	1.0	2.9765			{'FASN', 'MAD2L2', 'GATA3', 'FEV', 'NFIA', 'SOX17', 'PAX2', 'EWSR1', 'KIAA1429', 'MEN1', 'CEBPA', 'HNF4A', 'SMG7', 'DTX2', 'SOX7', 'CBX1', 'MAU2', 'KIF14', 'SOD1', 'MAD2L1', 'LHX3', 'HNF1B', 'TBR1', 'ESR1', 'TRIM37', 'GOLGA2', 'NUP35', 'FOXL1', 'MYOD1', 'SMC1A', 'AR', 'KLF15', 'PPP1CC', 'ERG', 'RNH1', 'NEK4', 'IRF4', 'PAX8', 'TPRX2P', 'KLF5', 'HIST1H4A', 'PAX6', 'NFIB', 'GSC', 'ARHGAP12', 'KLF8', 'GAPDH', 'EGR2', 'SOX15', 'TOP3B', 'GCM1', 'TIPARP', 'TLE3', 'GATA2', 'FOXI1', 'T', 'NFIC', 'CTBP1', 'USP7', 'ALG13', 'SOX9', 'PUM1', 'FGL1', 'STAG2', 'IRF8', 'PAX7', 'NFIX', 'HIST2H2BE', 'ETV4', 'ESR2', 'EGFR', 'SOX2', 'TLX3', 'TEAD1', 'SMC3', 'TLX1', 'TP53BP1', 'SP7', 'EYA4', 'TLX2', 'PAX9', 'CRX', 'ECT2'}	90.0	ENSG00000126464.13	18.31875	53.0891	54.0
chr2	8818974	8824583	ID2	protein_coding	5609	6609	0.8213080711356748	0.6862310487214405	0.1619613121768586	0.1574972007868058	1.4665371724014975	1.2711982145559086	5.479	1.970505303170329	41.0	8.768591668317782e-07	0.0002713192424406		1.180618717	0	0.827	0.66939	0.017476	35.0	6.0	{'TENC1', 'PHF3', 'ASB4', 'SIN3A', 'TCEB1', 'RABL6', 'GATA4', 'SLTM', 'RB1', 'C1orf131', 'MAPK1', 'HSPA8', 'NEDD9', 'HSPA1A', 'MSC', 'TCF3', 'C22orf39', 'OLIG2', 'C20orf195', 'MSGN1', 'E2F4', 'USP1', 'NKX2-5', 'RNF113A', 'MLLT4', 'SQSTM1', 'KLHL20', 'BCAR1', 'CLASP2', 'PRMT5', 'ID2', 'EEF1A2', 'TSTA3', 'HSPA5', 'TUBB4B', 'VHL', 'PRMT6', 'HSPA9', 'UNC119', 'RBM27', 'MAPK3', 'FZR1', 'ASCL4', 'MYOD1', 'HSPA1L', 'PICK1', 'FRS3', 'RCBTB2', 'RBL1', 'CDC27', 'ANAPC5', 'NR0B2', 'ID4', 'RBM48', 'DST', 'YY1', 'TCHP', 'CDK1', 'DYRK1B', 'CFDP1', 'KDM1A', 'SUV39H1', 'CDK2', 'TCF4', 'DYRK1A', 'ELP4', 'MAPK8', 'ZGPAT', 'TUBB', 'TNIP2', 'MYF5', 'DIDO1', 'KIF20B', 'WBP11', 'UBE2E1', 'SUV39H2', 'RIN3', 'TUBA1B', 'OLIG1', 'MACF1', 'STK38', 'ANAPC1', 'TCF12', 'HDGFRP2', 'LRIF1', 'RBL2', 'DCAF4', 'ENKD1', 'FANCL', 'SMURF2', 'RHOU', 'SREBF1'}	147.0	ENSG00000115738.9	73.35485	737.168	56.0
chr2	56190325	56274461	AC011306.2	lincRNA	84136	85136	0.1815092569173718	0.1879021722890434	0.0957745198250451	0.0962829120466077	0.2653484358657412	0.268379533922195	5.263	2.964647126022541	660.0	4.676768896927364e-05	0.0051995142342375	0.00167893	1.643840582	0											
chr2	80515482	80531874	LRRTM1	protein_coding	16392	17392	0.3474349860297706	0.3863373310142594	0.1075355051244509	0.113534383624655	0.8504358833577355	0.8653573482060718	5.998	2.381519469970483	116.0	1.1586225356907677e-07	6.135204940538204e-05		2.32682211	0	0.491	0.5945	1.4216	12.0	1.0	{'UPK3BL', 'PDZD8', 'STIM1', 'SPTLC2', 'PCNXL3', 'PNPLA6', 'TTC17', 'C1orf43', 'ATP13A1', 'AREL1', 'PDE3B', 'CCRN4L', 'LRP11', 'PIGA', 'RAB12', 'NSUN3', 'SUN1', 'TMEM223', 'TAZ', 'RETSAT', 'TSPAN6', 'TUBB8', 'UBE4A', 'SMPD2', 'CNPY3', 'OSBP', 'CDKAL1', 'NUS1', 'PFKFB3', 'MARC1', 'NDC1', 'LRFN3', 'CISD2', 'FBXW7', 'KIAA0319L', 'TMEM39A', 'FRAS1', 'CLSTN1', 'USP33', 'ATP2A3', 'TYW1', 'TMEM131', 'AMIGO1'}	76.0	ENSG00000162951.10	0.386795	14.3934	9.0
chr2	114647536	114720173	ACTR3	protein_coding	72637	73637	-0.0316384149951126	-0.0337881480777326	0.0793440946074314	0.0793310699784076	0.2398830072827897	0.2386846422314869	4.706	2.880048250937385	503.0	0.0006351492685335	0.0393057916011555	0.0029625	2.074592457	0	0.118	0.99986	3.6093	11.0	4.0	{'CLEC4E', 'DHPS', 'ASXL3', 'SDCCAG3', 'ACTC1', 'PPIA', 'DHFR', 'TMPO', 'PFDN2', 'CORO1C', 'PUS1', 'CDC42', 'WASF3', 'SORBS1', 'PFDN6', 'SLFN11', 'WASF2', 'LIMD1', 'EIF3H', 'TWF1', 'MAP7D3', 'TRIM14', 'STAT1', 'CHURC1', 'ASB11', 'ACTB', 'UBE2H', 'POLR2M', 'PDLIM7', 'HSPA8', 'SERBP1', 'CCT8', 'EMC4', 'CAPZA2', 'RBM39', 'IARS2', 'RBM11', 'CLEC4D', 'BAP1', 'PHB2', 'ALMS1', 'PLEKHA4', 'OGT', 'BTF3', 'SMARCA4', 'IFI16', 'SIPA1L1', 'STAU1', 'NIF3L1', 'DLG5', 'HSP90B1', 'TTN', 'RGPD8', 'NXF1', 'ARPC1B', 'HNRNPL', 'APC', 'ANP32B', 'NEDD1', 'DNAJA2', 'PLEKHG1', 'KIF14', 'CTSL', 'SH3BGRL', 'ANKRD26', 'HSPA5', 'CUL4B', 'VBP1', 'CASP9', 'CALD1', 'SCARB2', 'CEP192', 'JMY', 'SKA3', 'YWHAB', 'RPA2', 'CALU', 'TPRKB', 'ESR1', 'PLK4', 'MYH9', 'UGGT1', 'SOCS6', 'TRIM37', 'CCT4', 'ANO7', 'ZNF536', 'SH3GLB1', 'DNAAF5', 'ANLN', 'XPO1', 'IFITM1', 'BSG', 'B3GNT2', 'SIPA1L3', 'MPRIP', 'ERCC6', 'PRDM16', 'PARP1', 'PKP2', 'TNIP1', 'CORO7', 'SND1', 'ALDH3A2', 'PDXDC1', 'ZRANB1', 'WASL', 'AR', 'TCF25', 'KIAA1279', 'CST4', 'VMP1', 'BIRC3', 'TNRC6A', 'RAF1', 'TRIM67', 'SPPL3', 'EZH2', 'PPP1CC', 'ARPC5L', 'PFDN5', 'CLEC16A', 'HNRNPH1', 'DBN1', 'GAK', 'UBE2O', 'SYDE1', 'CAPZB', 'YOD1', 'LRRK2', 'SIPA1L2', 'SNRPB', 'COG3', 'TP53RK', 'CDK9', 'CLMN', 'SIK2', 'PPP1CB', 'STK26', 'HTRA4', 'DST', 'SCYL3', 'FN1', 'CORO1B', 'BIRC6', 'DVL2', 'ARL3', 'TRAPPC2', 'FLNA', 'LZTS2', 'PPP1R12A', 'RANGAP1', 'FAM21A', 'METTL1', 'ACE2', 'FLII', 'LASP1', 'KIAA1211', 'SMARCA2', 'OBSL1', 'MYC', 'FBP1', 'RASGRP3', 'OFD1', 'CCP110', 'U2SURP', 'TOP3B', 'TRIP4', 'MAPRE1', 'NUPR1', 'BICD2', 'CCT3', 'NR2C2', 'PARK2', 'RPA1', 'NTRK1', 'MYO19', 'MYO18A', 'LINC01554', 'ATG5', 'RPA3', 'ACTG1', 'CST1', 'MICAL3', 'STXBP1', 'EXO5', 'PYHIN1', 'DVL3', 'NUDCD3', 'CCNF', 'MYO5C', 'ASXL2', 'CORO1A', 'KIF1C', 'ZPR1', 'TRIM28', 'HTT', 'BLVRA', 'PDIA4', 'PGP', 'BAG1', 'HNRNPF', 'METTL14', 'HCLS1', 'DAPK1', 'PRKACB', 'HSD17B10', 'SYNPO', 'UBE3A', 'CCT6A', 'DNALI1', 'MCM2', 'C11orf49', 'ARPC5', 'CHMP4B', 'ARHGAP17', 'NSUN2', 'KRAS', 'PPM1J', 'UNK', 'CEP152', 'CUL7', 'CFTR', 'ERC1', 'FKBP15', 'CCT7', 'CCT5', 'IQGAP1', 'CCT2', 'TP53', 'JUND', 'SH3GL1', 'SIRT7', 'AGR2', 'USP22', 'PRKCZ', 'SHARPIN', 'CEP350', 'CEP97', 'FKBP10', 'CTTN', 'ARPIN', 'TJP1', 'SYMPK', 'CAT', 'ARMC8', 'FOS', 'TPD52L2', 'HYOU1', 'ESR2', 'KIAA1671', 'SNX9', 'CIT', 'ARPC2', 'RPRD1B', 'TNRC6B', 'USP11', 'SOX2', 'RICTOR', 'WASF1', 'FAM21C', 'ARPC3', 'TTLL12', 'CANX', 'NUDCD2', 'ACTR3B', 'HDAC6', 'RAD21', 'USP14', 'JMJD6', 'ARPC4-TTLL3', 'MOB4', 'TNPO3', 'FUBP1', 'TCP1', 'TFRC', 'PLK1', 'EIF1B', 'SOGA1', 'NPC1', 'RPS4Y1', 'ECT2', 'SH3D19', 'RAD18', 'CHMP4C', 'IFITM3', 'ACTN1', 'RLIM', 'ARPC4', 'ZADH2', 'ARPC1A', 'DBNL', 'MYH11', 'ACTR2'}	428.0	ENSG00000115091.11	40.8804	167.569	56.0
chr2	115199875	116603328	DPP10	protein_coding	1403453	1404453	-0.2631748931385661	-0.2632185841747641	0.0529567951331466	0.0529454243039816	0.019261167990663	0.0192455738995893	5.318	3.7339242947384177	10609.0	0.0005563618680277	0.0359007173233394	0.00196946	3.361514985	0	0.178	0.99999	1.2238	4.0	3.0	{'DPP10', 'BAG3', 'KCND2', 'KCND3', 'EZH2'}	7.0	ENSG00000175497.16	0.129332	16.1804	8.0
chr2	122095351	122407163	CLASP1	protein_coding	311812	312812	-0.2753506049799238	-0.2756896622572024	0.0602559747540184	0.0602498721276677	0.0782323579592831	0.0778012416403462	5.58	3.2927678573231867	2016.0	2.4243979628635337e-05	0.003136694633867	0.00138687	2.415766861	0	0.176	1.0	3.6133	28.0	5.0	{'MECP2', 'SRPK2', 'PPIA', 'FBXO22', 'HDLBP', 'SNPH', 'FAXC', 'RNF41', 'DDX58', 'CCDC102A', 'ASB11', 'KIAA1429', 'CDC5L', 'CEBPA', 'MYO1C', 'TRIM25', 'HSPA8', 'CLASP1', 'VCL', 'YWHAE', 'SYBU', 'CKAP5', 'CAPZA2', 'DCLK2', 'MARK3', 'PLEKHA4', 'MTNR1B', 'GSK3A', 'CLASP2', 'CENPE', 'DCTN3', 'SNCA', 'KRT8', 'MTNR1A', 'ACTR1A', 'TUBB4B', 'CENPJ', 'ZW10', 'YWHAB', 'ARL6IP6', 'ESR1', 'JAKMIP1', 'MAPRE3', 'RIT1', 'KIF2C', 'GYPA', 'XPO1', 'BSG', 'RNF4', 'SPICE1', 'RPL18A', 'DCTN2', 'RCBTB2', 'ZRANB1', 'PHKG2', 'TRIM67', 'RAF1', 'HYPM', 'MED18', 'SFN', 'DAB1', 'PAFAH1B1', 'EFTUD2', 'CLIP1', 'KIF2A', 'CDC123', 'TRAPPC2', 'EIF4ENIF1', 'ELAVL1', 'CBY1', 'DYNLT1', 'DYRK1A', 'MAPRE1', 'HSCB', 'CNPY3', 'DCTN1', 'RPA1', 'NTRK1', 'HECTD1', 'RPA3', 'VCP', 'MAP4', 'CAMSAP2', 'RPN2', 'CCNF', 'CLIP2', 'ARHGEF2', 'CNTRL', 'ARL8A', 'TRIM36', 'MARK2', 'YWHAH', 'DYNC1LI1', 'TUBA1B', 'YWHAQ', 'JAKMIP2', 'SRP14', 'FBXO42', 'MACF1', 'ARHGEF38', 'NIN', 'YWHAG', 'MIS12', 'DYNC1H1', 'GCC2', 'DYNLRB1', 'CIT', 'DYNC1I2', 'YWHAZ', 'CLIP4', 'GAN', 'GSK3B', 'CDC14A', 'LAMP1', 'DCTN4', 'WEE1', 'FBXW7', 'ACTR2'}	167.0	ENSG00000074054.17	22.37165	57.5619	56.0
chr2	134877553	135212192	MGAT5	protein_coding	334639	335639	-0.3459941767098276	-0.3459728565512351	0.0539357785553985	0.0540896975619639	0.0335890556689447	0.0336343452340163	5.056	3.3917631405879525	2880.0	0.0006163335714149	0.0384658050573023	0.0252148	5.391864474	11	0.178	0.99998	2.5571	5.0	3.0	{'PRG2', 'SPATA45', 'PTCH1', 'SLC39A4', 'HSPA5', 'SCN4A', 'MFAP4', 'SLC7A1', 'LYPD4', 'TGOLN2', 'FBXW10', 'SFTPC', 'SLC39A12', 'GAA', 'BRICD5', 'TRAV20', 'LY86', 'LYZL1', 'C1QB', 'TRAC', 'C3orf52', 'IL5RA', 'DNAJC3', 'ART3', 'TMPRSS13', 'PLAUR', 'XPO7', 'NRSN1', 'ISLR', 'C1orf54', 'SCGB2A1', 'KIAA1429', 'C7orf34', 'TMEM25', 'BSG', 'LYZL2', 'TRIM25', 'ALPP', 'MGAT5', 'GPM6A', 'MFF', 'SLC7A14', 'HLA-E', 'HM13', 'SCGB2A2', 'HPN', 'TRIM67', 'PDGFRA', 'SDF2L1', 'CEACAM8', 'CFC1', 'FIBIN', 'SLC39A8', 'TMEM59', 'NXPH3', 'NIPAL1', 'CCL3', 'TMEM106A'}	80.0	ENSG00000152127.8	14.0834	35.2171	54.0
chr2	135675804	135716912	CCNT2	protein_coding	41108	42108	0.3868134565048166	0.3673523843450176	0.1098963705361486	0.1076928849624774	0.6110116035808115	0.5938804502707323	4.301	2.723899532291729	310.0	0.0026319918563803	0.115843727258884	0.0379503	6.597149112	1	0.346	0.92681	1.7732	11.0	7.0	{'TERF2', 'FASN', 'TAF2', 'HTRA4', 'MECP2', 'BRDT', 'YY1', 'NUP43', 'MEPCE', 'RNF8', 'HEXIM1', 'AKAP13', 'SNRNP40', 'HEXIM2', 'SNRNP70', 'G3BP2', 'ELAVL1', 'NUFIP2', 'CTTN', 'ELL2', 'CDK6', 'PPP1R10', 'WDR82', 'RECQL', 'PKN1', 'RB1', 'SUPT5H', 'CDK11B', 'NSRP1', 'BRD4', 'ESR2', 'CEBPA', 'TRIM25', 'UBA52', 'RNF4', 'H2AFY2', 'PRPF4B', 'LARP7', 'CCNT1', 'CSNK1D', 'MAPK6', 'ZRANB1', 'ELL3', 'PPIL4', 'MLLT1', 'RBM15B', 'UFL1', 'MLLT3', 'RBBP5', 'MED26', 'TOX4', 'AFF4', 'MAST3', 'ATXN2L', 'DDX42', 'CDK9'}	97.0	ENSG00000082258.12	16.63995	33.7253	55.0
chr2	164449905	164592522	FIGN	protein_coding	142617	143617	0.6225876870920016	0.6346476640648392	0.1167744658771394	0.1171520920225321	0.7894954388326778	0.8012850010792594	5.611	3.082399855455315	974.0	9.796481359014564e-06	0.0015724577141388	0.00165169	2.639522019	0	0.281	0.98917	1.1578	2.0	4.0	{'TLE3', 'HGS', 'ERP44', 'DDX39A', 'COPS5', 'CHERP', 'KIF23', 'PAX9', 'LANCL1', 'SNRNP40', 'KIAA1429'}	13.0	ENSG00000182263.13	2.207445	24.4615	12.0
chr2	168810529	169104651	STK39	protein_coding	294122	295122	-0.122965910404526	-0.1220471181409722	0.0671930525428223	0.067417034311234	0.1182238288873324	0.118761905245966	5.622	3.375866863456825	2718.0	2.5652055350211533e-05	0.00326945948141	0.00131721	3.427264939	0	0.23	0.99916	2.1111	32.0	7.0	{'WDR6', 'NUP210P1', 'IL12RB1', 'SLC12A6', 'FKBP9', 'DHFRL1', 'HSPH1', 'RPS6KA2', 'AARS2', 'HEXA', 'TSC22D4', 'PCNA', 'HSPA8', 'TSC22D2', 'DEFB136', 'PLEKHA4', 'HCST', 'CUL3', 'XPNPEP1', 'MAPK14', 'WNK4', 'SH3BGRL', 'KLK15', 'ATL2', 'EP300', 'HIF1A', 'KLRG2', 'SV2A', 'BAGE2', 'RELL1', 'RPA2', 'SLC12A2', 'SEPT2', 'CDC25B', 'STK39', 'BRD1', 'MBP', 'GYPA', 'EHD1', 'METTL21B', 'TRIM67', 'CST8', 'RAF1', 'C2orf49', 'BANF2', 'PRKAR1A', 'LAMP2', 'SEPT7', 'ST8SIA4', 'RAC1', 'CSTL1', 'RAMP2', 'PRKCB', 'SPP1', 'EFNA4', 'DDB1', 'PML', 'GSN', 'NUBP1', 'AATK', 'API5', 'OSTM1', 'HSCB', 'PARK2', 'NOL3', 'RPA1', 'TMEM132D', 'OTOF', 'RPA3', 'SH2D3C', 'FLNC', 'SLC22A4', 'CCNF', 'OXSR1', 'WNK3', 'MCM2', 'RELL2', 'RNF7', 'RELT', 'SLC18A2', 'PSG1', 'LGI1', 'LY86', 'MAPK7', 'TOMM22', 'CCT8L2', 'PTGIR', 'CRLF2', 'HNRNPCL2', 'RHOA', 'PRKY', 'PLK1', 'CHCHD4', 'ARX'}	109.0	ENSG00000198648.10	19.7295	66.9089	51.0
